No. Acto;Procedencia;Tipo de Documento;Fecha Pagado;Valor Base Gravable;Impuesto de Registro;Intereses;Total Impuesto de Registro;Origen Pago
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-23;8300000;83000;0;83000;Pago con codbarra
71;NOTARIA UNICA LA UNION ;ESCRITURA;2018-04-20;1100000;11000;0;11000;Efecty
48;GOBERNACION;ESCRITURA;2018-04-20;13300000;237200;0;237200;Efecty
300;NOTARIA UNICA SAMANIEGO;ESCRITURA;2018-04-20;1000000;10000;0;10000;Efecty
71;GOBERNACION;ESCRITURA;2018-04-20;7200000;72000;0;72000;SAES
71;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-20;3000000;30000;0;30000;Efecty
71;GOBERNACION;ESCRITURA;2018-04-20;2000000;20000;0;20000;Efecty
87;NOTARIA TERCERA;ESCRITURA;2018-04-24;0;104200;0;104200;Pago con codbarra
213;GOBERNACION;ACTA;2018-04-20;0;104200;0;104200;SAES
71;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-20;2000000;20000;0;20000;Efecty
187;GOBERNACION;ACTA;2018-04-25;0;104200;1400;105600;Pago con codbarra
71;NOTARIA CUARTA;ESCRITURA;2018-04-20;93000000;930000;0;930000;Pago con codbarra
213;GOBERNACION;ACTA;2018-04-25;1010415000;7489600;0;7489600;Pago con codbarra
4;NOTARIA CUARTA;ESCRITURA;2018-04-27;93000000;1346800;0;1346800;Pago con codbarra
213;GOBERNACION;ACTA;2018-04-20;0;104200;0;104200;SAES
187;GOBERNACION;ACTA;2018-04-20;0;312600;16700;329300;SAES
71;GOBERNACION;ESCRITURA;2018-04-20;2000000;20000;0;20000;SAES
23;NOTARIA PRIMERA;ESCRITURA;2018-04-20;2000000;124200;0;124200;Pago con codbarra
4;NOTARIA CUARTA;ESCRITURA;2018-04-27;93000000;1346800;0;1346800;Pago con codbarra
74;GOBERNACION;ESCRITURA;2018-04-20;500000;5000;0;5000;Efecty
74;GOBERNACION;ESCRITURA;2018-04-20;500000;5000;0;5000;Efecty
71;GOBERNACION;ESCRITURA;2018-04-20;1300000;13000;0;13000;Efecty
300;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-20;1000000;10000;0;10000;Efecty
213;GOBERNACION;ACTA;2018-04-20;0;104200;0;104200;SAES
71;GOBERNACION;ESCRITURA;2018-04-20;2000000;20000;0;20000;Efecty
213;GOBERNACION;ACTA;2018-04-20;0;104200;0;104200;SAES
71;GOBERNACION;ESCRITURA;2018-04-20;1000000;10000;0;10000;Efecty
71;NOTARIA CUARTA;ESCRITURA;2018-04-26;173700000;1737000;0;1737000;Efecty
71;GOBERNACION;ESCRITURA;2018-04-20;1500000;15000;0;15000;Efecty
71;NOTARIA CUARTA;ESCRITURA;2018-04-23;3000000;30000;0;30000;Pago con codbarra
71;GOBERNACION;ESCRITURA;2018-04-20;3000000;30000;0;30000;Efecty
213;GOBERNACION;ACTA;2018-04-20;0;208300;1900;210200;SAES
71;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-20;1000000;10000;0;10000;Efecty
276;GOBERNACION;REGISTRO NACIONAL DE TURISMO;2018-04-20;0;104200;0;104200;Efecty
71;NOTARIA PRIMERA;ESCRITURA;2018-04-20;24000000;240000;0;240000;Efecty
16;NOTARIA CUARTA;ESCRITURA;2018-04-20;92309057;1131500;0;1131500;Pago con codbarra
276;GOBERNACION;ACTA;2018-04-20;0;104200;0;104200;SAES
71;GOBERNACION;ESCRITURA;2018-04-20;700000;7000;0;7000;Efecty
71;NOTARIA PRIMERA;ESCRITURA;2018-04-20;22500000;225000;0;225000;Efecty
122;GOBERNACION;ACTA;2018-04-20;100000;700;0;700;SAES
330;GOBERNACION;SENTENCIA;2018-04-20;110000000;1100000;0;1100000;SAES
88;NOTARIA UNICA TUMACO;ACTA;2018-04-20;400000000;2904200;2400;2906600;Efecty
190;GOBERNACION;ACTA;2018-04-20;100000;104900;0;104900;Efecty
112;NOTARIA CUARTA;ESCRITURA;2018-04-20;85000000;850000;0;850000;Efecty
38;NOTARIA CUARTA;ESCRITURA;2018-04-20;0;104200;0;104200;Pago con codbarra
1;NOTARIA UNICA LA UNION ;ESCRITURA;2018-04-20;0;104200;0;104200;Efecty
38;NOTARIA CUARTA;ESCRITURA;2018-04-20;69071000;794900;0;794900;Efecty
71;GOBERNACION;ESCRITURA;2018-04-20;1200000;12000;0;12000;Efecty
300;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-20;10800000;108000;0;108000;Efecty
71;GOBERNACION;ESCRITURA;2018-04-20;4000000;40000;0;40000;Efecty
71;GOBERNACION;ESCRITURA;2018-04-27;5000000;50000;0;50000;Efecty
88;NOTARIA UNICA TUMACO;ACTA;2018-04-20;2000000;118200;0;118200;Efecty
187;GOBERNACION;ACTA;2018-04-20;0;104200;0;104200;Efecty
4;NOTARIA CUARTA;ESCRITURA;2018-04-20;335000000;3558400;0;3558400;Pago con codbarra
330;GOBERNACION;OFICIO;2018-04-20;101314500;1013100;0;1013100;SAES
71;GOBERNACION;ESCRITURA;2018-04-20;106000000;1060000;4400;1064400;SAES
71;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-20;3000000;30000;0;30000;Efecty
187;GOBERNACION;ACTA;2018-04-24;0;104200;0;104200;Efecty
71;GOBERNACION;ESCRITURA;2018-04-20;1000000;10000;800;10800;SAES
48;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-20;6000000;164200;0;164200;Efecty
88;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-20;20000000;244200;0;244200;Efecty
71;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-20;1000000;10000;0;10000;Efecty
71;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-20;10500000;105000;0;105000;Efecty
71;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-20;1000000;10000;0;10000;Efecty
71;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-20;1300000;13000;0;13000;Efecty
2;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-20;100000;105200;0;105200;Efecty
74;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-20;1000000;10000;0;10000;Efecty
74;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-20;1000000;10000;0;10000;Efecty
74;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-20;1000000;10000;0;10000;Efecty
74;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-20;1000000;10000;0;10000;Efecty
74;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-20;1000000;10000;0;10000;Efecty
181;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-20;500000;5000;0;5000;Efecty
71;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-20;49348000;246700;0;246700;Efecty
106;NOTARIA SEGUNDA;ESCRITURA;2018-04-24;58520000;585200;0;585200;Pago con codbarra
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-24;50000000;604200;0;604200;Pago con codbarra
71;NOTARIA TERCERA;ESCRITURA;2018-04-26;13000000;130000;0;130000;SAES
71;NOTARIA TERCERA;ESCRITURA;2018-04-23;395235;4000;0;4000;Efecty
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-23;19000000;190000;0;190000;Efecty
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-20;120000000;1200000;0;1200000;Efecty
38;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-20;0;104200;0;104200;Efecty
71;NOTARIA UNICA LA UNION ;ESCRITURA;2018-04-20;500000;5000;0;5000;Efecty
205;GOBERNACION;ACTA;2018-04-20;0;104200;0;104200;Efecty
134;NOTARIA UNICA LA UNION ;SENTENCIA;2018-04-20;0;104200;0;104200;Efecty
134;NOTARIA UNICA LA UNION ;SENTENCIA;2018-04-20;0;104200;0;104200;Efecty
134;NOTARIA UNICA LA UNION ;SENTENCIA;2018-04-20;0;104200;0;104200;Efecty
71;NOTARIA UNICA SAMANIEGO;ESCRITURA;2018-04-20;1500000;15000;0;15000;Efecty
134;NOTARIA UNICA LA UNION ;SENTENCIA;2018-04-20;0;104200;0;104200;Efecty
187;NOTARIA PRIMERATUQUERRES;ACTA;2018-04-20;0;104200;3700;107900;Efecty
134;NOTARIA UNICA LA UNION ;ESCRITURA;2018-04-20;0;104200;16500;120700;Efecty
190;NOTARIA UNICA LA UNION ;CAMARA DE COMERCIO;2018-04-20;1000000;111200;0;111200;Efecty
4;GOBERNACION;ESCRITURA;2018-04-20;0;104200;0;104200;SAES
300;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-20;2000000;20000;0;20000;Efecty
133;GOBERNACION;ACTA;2018-04-20;0;104200;0;104200;SAES
205;GOBERNACION;ACTA;2018-04-20;0;104200;0;104200;Efecty
38;NOTARIA CUARTA;ESCRITURA;2018-04-20;126000000;734200;0;734200;Efecty
187;GOBERNACION;ACTA;2018-04-20;0;104200;1000;105200;SAES
38;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-20;0;104200;0;104200;Efecty
71;GOBERNACION;ESCRITURA;2018-04-20;12000000;120000;500;120500;SAES
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-20;28000000;280000;0;280000;Efecty
71;NOTARIA CUARTA;ESCRITURA;2018-04-24;45900000;459000;0;459000;Efecty
113;NOTARIA UNICA LA UNION ;ESCRITURA;2018-04-20;26500000;265000;0;265000;Efecty
205;GOBERNACION;ACTA;2018-04-20;0;104200;0;104200;Pago con codbarra
113;NOTARIA UNICA LA UNION ;ESCRITURA;2018-04-20;26500000;265000;0;265000;Efecty
261;GOBERNACION;ACTA;2018-04-20;2000000;14000;0;14000;SAES
71;NOTARIA PRIMERA;ESCRITURA;2018-04-23;51000000;510000;0;510000;Efecty
74;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-20;1000000;10000;0;10000;Efecty
74;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-20;1000000;10000;0;10000;Efecty
88;GOBERNACION;ACTA;2018-04-20;3000000;125200;0;125200;Efecty
213;GOBERNACION;ACTA;2018-04-20;0;104200;0;104200;SAES
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-23;14000000;140000;0;140000;Pago con codbarra
16;NOTARIA SEGUNDA;ESCRITURA;2018-04-23;125500000;1463400;0;1463400;Efecty
104;GOBERNACION;ACTA;2018-04-20;0;104200;0;104200;Efecty
71;NOTARIA PRIMERA;ESCRITURA;2018-04-23;102000000;1020000;0;1020000;Efecty
38;GOBERNACION;ESCRITURA;2018-04-20;0;104200;1200;105400;SAES
38;NOTARIA CUARTA;ESCRITURA;2018-04-24;0;104200;0;104200;Efecty
213;GOBERNACION;ACTA;2018-04-20;0;208300;0;208300;SAES
71;NOTARIA TERCERA;ESCRITURA;2018-04-26;13000000;130000;0;130000;SAES
71;NOTARIA CUARTA;ESCRITURA;2018-04-23;9000000;90000;0;90000;Efecty
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-24;15000000;150000;0;150000;Efecty
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-23;7500000;75000;0;75000;Efecty
1;NOTARIA TERCERA;ESCRITURA;2018-04-23;0;104200;0;104200;Efecty
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-23;7500000;75000;0;75000;Efecty
71;NOTARIA TERCERA;ESCRITURA;2018-04-24;5000000;50000;0;50000;Pago con codbarra
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-23;17000000;170000;0;170000;Efecty
38;NOTARIA TERCERA;ESCRITURA;2018-04-27;0;104200;0;104200;Pago con codbarra
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-25;8100000;81000;0;81000;Pago con codbarra
71;NOTARIA TERCERA;ESCRITURA;2018-04-27;13000000;130000;0;130000;Efecty
71;GOBERNACION;ESCRITURA;2018-04-23;1000000;114200;0;114200;SAES
71;NOTARIA TERCERA;ESCRITURA;2018-04-24;25000000;250000;0;250000;Efecty
38;NOTARIA TERCERA;ESCRITURA;2018-04-25;135039000;1767100;0;1767100;Efecty
38;NOTARIA TERCERA;ESCRITURA;2018-04-25;104400000;1148200;0;1148200;Efecty
71;GOBERNACION;ESCRITURA;2018-04-23;1800000;18000;0;18000;SAES
71;NOTARIA UNICA SAMANIEGO;ESCRITURA;2018-04-23;5000000;50000;0;50000;Efecty
71;GOBERNACION;ESCRITURA;2018-04-23;500000;5000;0;5000;Efecty
213;GOBERNACION;ACTA;2018-04-23;0;104200;0;104200;PSE
71;NOTARIA TERCERA;ESCRITURA;2018-04-24;25058000;250600;0;250600;Pago con codbarra
74;NOTARIA UNICA SAMANIEGO;ESCRITURA;2018-04-23;10000000;204200;0;204200;Efecty
71;GOBERNACION;ESCRITURA;2018-04-23;5000000;50000;0;50000;SAES
71;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-23;10000000;100000;0;100000;Efecty
71;GOBERNACION;ESCRITURA;2018-04-23;3500000;35000;0;35000;Efecty
38;NOTARIA TERCERA;ESCRITURA;2018-04-30;93910000;1147400;0;1147400;Efecty
261;GOBERNACION;CONTRATO;2018-04-23;10000000;70000;24500;94500;Efecty
71;NOTARIA TERCERA;ESCRITURA;2018-04-30;59000000;590000;0;590000;Efecty
38;NOTARIA TERCERA;ESCRITURA;2018-04-23;0;104200;0;104200;Efecty
112;NOTARIA TERCERA;ESCRITURA;2018-04-24;15000000;150000;0;150000;Pago con codbarra
71;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-23;1000000;10000;0;10000;Efecty
276;GOBERNACION;ACTA;2018-04-23;0;104200;0;104200;SAES
71;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-23;1300000;13000;0;13000;Efecty
122;GOBERNACION;ACTA;2018-04-23;200000;1400;0;1400;Efecty
71;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-23;14000000;140000;0;140000;Efecty
71;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-23;6800000;68000;0;68000;Efecty
71;GOBERNACION;ESCRITURA;2018-04-23;39000000;390000;21500;411500;SAES
165;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-23;48214500;482100;0;482100;Efecty
356;GOBERNACION;ACTA;2018-04-23;0;104200;0;104200;Efecty
71;GOBERNACION;ESCRITURA;2018-04-23;193000000;1930000;0;1930000;Efecty
72;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-23;7000000;70000;0;70000;Efecty
71;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-23;1000000;10000;0;10000;Efecty
205;GOBERNACION;ACTA;2018-04-23;0;104200;0;104200;PSE
332;GOBERNACION;ACTA;2018-04-23;0;104200;0;104200;SAES
71;GOBERNACION;ESCRITURA;2018-04-23;5000000;50000;0;50000;SAES
71;NOTARIA CUARTA;ESCRITURA;2018-04-23;3000000;30000;0;30000;Efecty
71;NOTARIA PRIMERA;ESCRITURA;2018-04-23;24000000;240000;0;240000;Efecty
38;NOTARIA PRIMERA;ESCRITURA;2018-04-23;0;104200;0;104200;Efecty
71;GOBERNACION;ESCRITURA;2018-04-23;1000000;10000;0;10000;Efecty
74;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-23;500000;5000;0;5000;Efecty
205;NOTARIA UNICA TUMACO;ACTA;2018-04-23;0;104200;0;104200;Efecty
165;GOBERNACION;ESCRITURA;2018-04-23;12000000;120000;0;120000;Efecty
106;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-23;3000000;15000;0;15000;Efecty
71;NOTARIA CUARTA;ESCRITURA;2018-04-26;7000000;70000;0;70000;Efecty
71;GOBERNACION;ESCRITURA;2018-04-25;102000000;1020000;0;1020000;Efecty
317;GOBERNACION;ESCRITURA;2018-04-23;0;208300;0;208300;SAES
213;GOBERNACION;ACTA;2018-04-23;0;104200;0;104200;SAES
4;NOTARIA CUARTA;ESCRITURA;2018-04-24;120000000;1408400;0;1408400;Pago con codbarra
71;GOBERNACION;ESCRITURA;2018-04-23;2000000;20000;0;20000;Efecty
38;GOBERNACION;ESCRITURA;2018-04-27;162032393;1724500;0;1724500;Efecty
71;NOTARIA CUARTA;ESCRITURA;2018-04-26;61000000;610000;0;610000;Pago con codbarra
213;GOBERNACION;ACTA;2018-04-23;0;104200;0;104200;Efecty
104;GOBERNACION;ACTA;2018-04-23;0;104200;0;104200;PSE
38;NOTARIA PRIMERA;ESCRITURA;2018-04-23;0;104200;0;104200;Efecty
190;GOBERNACION;ACTA;2018-04-23;200000;105600;0;105600;Efecty
38;GOBERNACION;ESCRITURA;2018-04-23;0;104200;0;104200;Efecty
38;NOTARIA PRIMERA;ESCRITURA;2018-04-26;0;104200;0;104200;Efecty
71;NOTARIA CUARTA;ESCRITURA;2018-04-24;4000000;40000;0;40000;Efecty
187;GOBERNACION;ACTA;2018-04-23;0;104200;0;104200;Efecty
38;GOBERNACION;ESCRITURA;2018-04-23;0;104200;0;104200;Efecty
16;NOTARIA CUARTA;ESCRITURA;2018-04-27;93000000;1242600;0;1242600;Pago con codbarra
300;NOTARIA UNICA SAMANIEGO;ESCRITURA;2018-04-23;2000000;20000;0;20000;Efecty
112;NOTARIA CUARTA;ESCRITURA;2018-04-23;80000000;800000;0;800000;Efecty
205;NOTARIA UNICA TUMACO;ACTA;2018-04-23;0;104200;0;104200;Efecty
71;NOTARIA CUARTA;ESCRITURA;2018-04-24;8200000;82000;0;82000;Efecty
238;NOTARIA PRIMERA  IPIALES;SENTENCIA;2018-04-23;0;104200;100;104300;Efecty
16;NOTARIA CUARTA;ESCRITURA;2018-04-27;93000000;1034200;0;1034200;Pago con codbarra
38;GOBERNACION;ESCRITURA;2018-04-23;0;104200;1900;106100;SAES
71;GOBERNACION;DILIGENCIA ;2018-04-23;600000;6000;0;6000;Efecty
165;GOBERNACION;ESCRITURA;2018-04-23;8272000;82700;61700;144400;SAES
175;GOBERNACION;ESCRITURA;2018-04-23;0;104200;0;104200;Efecty
261;GOBERNACION;CAMARA DE COMERCIO;2018-04-23;5000000;35000;0;35000;PSE
72;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-23;17000000;274200;0;274200;Efecty
72;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-23;10000000;100000;0;100000;Efecty
71;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-23;49400000;247000;0;247000;Efecty
71;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-23;49348000;246700;0;246700;Efecty
71;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-23;3000000;30000;0;30000;Efecty
74;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-23;1000000;10000;0;10000;Efecty
71;GOBERNACION;ESCRITURA;2018-04-23;2000000;20000;0;20000;SAES
38;NOTARIA SEGUNDA;ESCRITURA;2018-04-24;0;104200;0;104200;Pago con codbarra
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-25;26000000;260000;0;260000;Pago con codbarra
71;GOBERNACION;ESCRITURA;2018-04-23;4500000;45000;0;45000;SAES
71;GOBERNACION;ESCRITURA;2018-04-23;16000000;160000;0;160000;SAES
71;NOTARIA TERCERA;ESCRITURA;2018-04-23;27000000;270000;0;270000;Pago con codbarra
71;GOBERNACION;ESCRITURA;2018-04-23;8000000;80000;0;80000;SAES
16;NOTARIA SEGUNDA;ESCRITURA;2018-04-24;170000000;1804200;0;1804200;Pago con codbarra
187;GOBERNACION;ACTA;2018-04-23;0;312500;0;312500;SAES
71;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-23;2500000;25000;0;25000;Efecty
48;GOBERNACION;ACTA;2018-04-23;0;104200;6800;111000;SAES
213;GOBERNACION;ACTA;2018-04-23;0;104200;0;104200;PSE
112;GOBERNACION;ESCRITURA;2018-04-23;5000000;50000;0;50000;SAES
112;NOTARIA CUARTA;ESCRITURA;2018-04-23;30000000;150000;0;150000;Efecty
187;GOBERNACION;ACTA;2018-04-23;0;208400;300;208700;SAES
71;GOBERNACION;ESCRITURA;2018-04-23;1000000;10000;0;10000;SAES
71;GOBERNACION;ESCRITURA;2018-04-23;1000000;10000;0;10000;Efecty
71;GOBERNACION;ESCRITURA;2018-04-23;1500000;15000;0;15000;Efecty
330;GOBERNACION;SENTENCIA;2018-04-23;12000000;120000;64800;184800;SAES
71;NOTARIA CUARTA;ESCRITURA;2018-04-24;120156000;1201600;0;1201600;Pago con codbarra
71;GOBERNACION;ESCRITURA;2018-04-23;11550000;115500;0;115500;SAES
71;GOBERNACION;ESCRITURA;2018-04-23;2200000;22000;0;22000;SAES
16;NOTARIA CUARTA;ESCRITURA;2018-04-30;93000000;1242600;0;1242600;Pago con codbarra
71;NOTARIA CUARTA;ESCRITURA;2018-04-27;5000000;50000;0;50000;Efecty
71;GOBERNACION;ESCRITURA;2018-04-23;10000000;100000;0;100000;SAES
71;NOTARIA CUARTA;ESCRITURA;2018-04-24;49500000;495000;0;495000;Efecty
187;GOBERNACION;ACTA;2018-04-23;0;104200;0;104200;SAES
104;NOTARIA UNICA TUMACO;ACTA;2018-04-23;0;104200;4400;108600;Efecty
187;GOBERNACION;ACTA;2018-04-23;0;104200;0;104200;SAES
122;NOTARIA UNICA TUMACO;ACTA;2018-04-23;46798859;431800;7200;439000;Efecty
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-24;5000000;50000;0;50000;Efecty
296;GOBERNACION;ACTA;2018-04-23;0;104200;0;104200;SAES
71;NOTARIA UNICA TUMACO;ESCRITURA;2018-04-23;10513000;105100;91100;196200;Efecty
38;GOBERNACION;ESCRITURA;2018-04-23;0;104200;0;104200;SAES
38;GOBERNACION;ESCRITURA;2018-04-23;33000000;434200;0;434200;Efecty
213;GOBERNACION;ACTA;2018-04-23;0;104200;1200;105400;SAES
71;NOTARIA CUARTA;ESCRITURA;2018-04-24;90000000;900000;9800;909800;Pago con codbarra
187;GOBERNACION;ACTA;2018-04-23;0;104200;0;104200;Efecty
88;NOTARIA UNICA TUMACO;ACTA;2018-04-23;4800000;137800;0;137800;Efecty
71;GOBERNACION;ESCRITURA;2018-04-23;1600000;16000;0;16000;Efecty
213;GOBERNACION;CAMARA DE COMERCIO;2018-04-23;0;104200;10600;114800;SAES
261;GOBERNACION;ACTA;2018-04-23;1400000;9800;600;10400;SAES
112;GOBERNACION;ESCRITURA;2018-04-23;20000000;200000;0;200000;SAES
322;GOBERNACION;ESCRITURA;2018-04-24;0;104200;0;104200;Efecty
71;NOTARIA UNICA TUMACO;ESCRITURA;2018-04-23;40000000;400000;0;400000;Efecty
71;NOTARIA TERCERA;ESCRITURA;2018-04-25;89000000;994200;0;994200;Pago con codbarra
71;NOTARIA TERCERA;ESCRITURA;2018-04-26;90600000;1114400;0;1114400;Pago con codbarra
71;NOTARIA TERCERA;ESCRITURA;2018-04-25;70000000;700000;0;700000;Pago con codbarra
71;NOTARIA CUARTA;ESCRITURA;2018-04-25;4000000;144200;0;144200;Efecty
71;NOTARIA PRIMERA;ESCRITURA;2018-04-24;10300000;103000;0;103000;Efecty
4;NOTARIA PRIMERA;ESCRITURA;2018-04-24;111400000;1426500;0;1426500;Efecty
16;NOTARIA PRIMERA;ESCRITURA;2018-04-26;335000000;3454200;0;3454200;Pago con codbarra
105;NOTARIA CUARTA;ESCRITURA;2018-04-30;0;208400;0;208400;Efecty
187;GOBERNACION;ACTA;2018-04-24;0;208400;0;208400;SAES
213;GOBERNACION;ACTA;2018-04-24;0;104200;0;104200;SAES
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-24;2000000;20000;0;20000;Efecty
105;NOTARIA SEGUNDA;ESCRITURA;2018-04-24;0;104200;0;104200;Pago con codbarra
71;GOBERNACION;ESCRITURA;2018-04-24;2000000;20000;0;20000;SAES
187;GOBERNACION;ACTA;2018-04-24;0;104200;0;104200;SAES
71;NOTARIA UNICA LA UNION ;ESCRITURA;2018-04-24;6000000;60000;0;60000;Efecty
187;GOBERNACION;ACTA;2018-04-24;0;312600;0;312600;PSE
106;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-24;8000000;40000;0;40000;Efecty
71;NOTARIA CUARTA;ESCRITURA;2018-04-26;93795000;938000;0;938000;Pago con codbarra
113;NOTARIA UNICA LA UNION ;ESCRITURA;2018-04-25;80000000;800000;0;800000;Efecty
71;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-24;1000000;10000;0;10000;Efecty
38;GOBERNACION;ESCRITURA;2018-04-24;0;104200;9300;113500;SAES
71;NOTARIA UNICA TUMACO;ESCRITURA;2018-04-24;40000000;400000;0;400000;Efecty
112;GOBERNACION;ESCRITURA;2018-04-24;20000000;200000;0;200000;SAES
165;GOBERNACION;ESCRITURA;2018-04-24;2000000;20000;0;20000;Efecty
71;GOBERNACION;ESCRITURA;2018-04-24;6500000;65000;0;65000;SAES
71;GOBERNACION;ESCRITURA;2018-04-24;6500000;65000;0;65000;SAES
71;GOBERNACION;ESCRITURA;2018-04-24;2000000;20000;0;20000;Efecty
71;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-24;500000;5000;0;5000;Efecty
63;GOBERNACION;ESCRITURA;2018-04-24;33200000;436200;0;436200;Efecty
71;NOTARIA CUARTA;ESCRITURA;2018-04-26;22500000;225000;0;225000;Efecty
71;GOBERNACION;ESCRITURA;2018-04-24;1500000;15000;0;15000;Efecty
16;NOTARIA CUARTA;ESCRITURA;2018-04-30;60000000;704200;0;704200;Efecty
213;GOBERNACION;ACTA;2018-04-24;0;104200;0;104200;SAES
276;NOTARIA UNICA TUMACO;REGISTRO NACIONAL DE TURISMO;2018-04-24;0;104200;0;104200;Efecty
71;NOTARIA UNICA LA UNION ;ESCRITURA;2018-04-24;50000000;500000;0;500000;Efecty
71;NOTARIA CUARTA;ESCRITURA;2018-04-24;312500000;3125000;0;3125000;Pago con codbarra
213;GOBERNACION;ACTA;2018-04-24;0;104200;0;104200;SAES
71;GOBERNACION;ESCRITURA;2018-04-24;4000000;40000;2100;42100;SAES
71;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-24;500000;5000;0;5000;Efecty
213;GOBERNACION;ACTA;2018-04-24;0;104200;0;104200;SAES
1;NOTARIA CUARTA;ESCRITURA;2018-04-27;0;104200;0;104200;Pago con codbarra
71;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-24;3200000;32000;23500;55500;Efecty
113;NOTARIA UNICA LA UNION ;ESCRITURA;2018-04-24;50000000;500000;0;500000;Efecty
276;NOTARIA UNICA TUMACO;REGISTRO NACIONAL DE TURISMO;2018-04-24;0;104200;0;104200;Efecty
205;GOBERNACION;ACTA;2018-04-24;0;104200;0;104200;Efecty
38;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-24;0;104200;0;104200;Efecty
165;GOBERNACION;OFICIO;2018-04-24;152204000;1522000;23000;1545000;SAES
213;GOBERNACION;ACTA;2018-04-24;0;104200;0;104200;SAES
38;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-24;5000000;154200;0;154200;Efecty
213;GOBERNACION;ACTA;2018-04-24;0;104200;0;104200;SAES
187;GOBERNACION;ACTA;2018-04-24;0;104200;0;104200;SAES
38;GOBERNACION;ESCRITURA;2018-04-24;0;104200;0;104200;SAES
71;GOBERNACION;ESCRITURA;2018-04-24;5000000;50000;0;50000;Efecty
16;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-25;45593328;560100;0;560100;Efecty
261;GOBERNACION;ACTA;2018-04-24;6000000;42000;0;42000;SAES
106;GOBERNACION;ESCRITURA;2018-04-24;5000000;154200;0;154200;Efecty
122;GOBERNACION;ACTA;2018-04-24;360000;2500;0;2500;SAES
